metabolite,platform_name,super_pathway,sub_pathway,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",30,OLTT,-0.598828122270295,-0.340822779117659,3.33874078687543e-44,43.4764172973876,0.340822779117659
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",360,Fasting,-0.448376873639129,0.33534850008675,6.75315919025682e-43,42.1704930126617,0.33534850008675
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",360,Fasting,-0.225482755051394,0.331956763315659,9.50891327156272e-56,55.0218691136758,0.331956763315659
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,Fasting,-0.40207820552199,0.327054066216114,8.2488898650323e-56,55.0836044948357,0.327054066216114
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,240,OLTT,0.258401004541303,-0.326750497222319,2.05063369425717e-41,40.6881119109484,0.326750497222319
pro-hydroxy-pro,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,30,OLTT,1.10167950819958,-0.312257207752564,1.2426623685817e-64,63.9056468531604,0.312257207752564
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),300,OLTT,-0.361080141137066,-0.303885713347552,4.7234667217736e-64,63.3257391400307,0.303885713347552
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,120,OLTT,-0.714683107626306,-0.294886745597636,4.48738178609901e-53,52.3480069791537,0.294886745597636
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",120,OLTT,-0.698022126076803,-0.294210962480914,1.00309449620178e-44,43.9986581524772,0.294210962480914
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",240,Fasting,-0.490541029530451,0.293184344195429,6.75315919025682e-43,42.1704930126617,0.293184344195429
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,30,OLTT,0.874295270101928,0.289143768338306,2.05063369425717e-41,40.6881119109484,0.289143768338306
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,90,OLTT,0.864282096354356,0.279130594590734,2.05063369425717e-41,40.6881119109484,0.279130594590734
methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",360,OLTT,-0.35590480655776,-0.278299799500713,9.57492557154863e-54,53.0188645932331,0.278299799500713
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",90,OLTT,-0.105512426168321,0.277521194020319,6.65129080123635e-46,45.1770940639518,0.277521194020319
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,90,OLTT,-0.695862782566254,-0.276066420537584,4.48738178609901e-53,52.3480069791537,0.276066420537584
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",180,OLTT,-0.108516236706771,0.274517383481868,6.65129080123635e-46,45.1770940639518,0.274517383481868
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",240,OLTT,-0.130704476230921,0.273106687364969,1.00309449620178e-44,43.9986581524772,0.273106687364969
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),60,OLTT,-0.755823398853407,-0.272069555960102,1.5407899356222e-48,47.8122565670044,0.272069555960102
s-1-pyrroline-5-carboxylate,Metabolon HD4 [nt-ms],Amino Acids,Glutamate Metabolism,240,Fasting,0.243102606696922,-0.257676156704477,1.3303531603168e-44,43.8760330543583,0.257676156704477
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,90,OLTT,-0.257734017798141,-0.257229493313356,2.52276308252692e-44,43.5981235329872,0.257229493313356
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,120,OLTT,0.831368564936762,0.246217063173139,2.05063369425717e-41,40.6881119109484,0.246217063173139
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",180,OLTT,0.319796482359072,-0.244847817009253,1.98963860174699e-45,44.7012258017414,0.244847817009253
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",360,Fasting,0.00568388362793213,0.243413086837316,2.70684885537318e-54,53.5675359936237,0.243413086837316
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,360,OLTT,-0.335385849526732,0.24122607624585,1.51069920651912e-42,41.8208219988993,0.24122607624585
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,360,Fasting,-0.410981730441179,0.24066065621466,3.53079378918527e-105,104.452127646026,0.24066065621466
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,180,OLTT,-0.659958473560052,-0.240162111531381,4.48738178609901e-53,52.3480069791537,0.240162111531381
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,60,OLTT,-0.657024488034919,-0.237228126006249,4.48738178609901e-53,52.3480069791537,0.237228126006249
indolepropionate,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,120,Fasting,1.32053343762078,-0.235069858783465,7.0990812449561e-52,51.1487978535435,0.235069858783465
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,60,OLTT,-0.341900183612506,0.234711742160076,1.51069920651912e-42,41.8208219988993,0.234711742160076
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",60,OLTT,0.798884698410909,0.234240399042584,1.98963860174699e-45,44.7012258017414,0.234240399042584
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",240,Fasting,-0.741062095532494,0.229426201482299,2.93072275304911e-77,76.5330252639621,0.229426201482299
leucine,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",120,Fasting,-0.320829720624609,-0.217794240277907,6.02975998400467e-41,40.2196999747084,0.217794240277907
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,45,PAT,-0.330963538026799,0.216459456613824,1.63973125484242e-49,48.7852273251858,0.216459456613824
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,360,Fasting,-0.432011360234212,0.215611886279513,5.04110482025306e-80,79.2974742721345,0.215611886279513
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,120,Fasting,1.16183500656094,-0.214980256262205,6.60733033482753e-84,83.1799739800077,0.214980256262205
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,360,OLTT,-0.127318158524252,0.214639729653356,4.17081800212746e-46,45.3797787606208,0.214639729653356
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",60,OLTT,-0.196348726457201,0.186684893731438,6.65129080123635e-46,45.1770940639518,0.186684893731438
leucine,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",480,Fasting,0.0827207486235512,0.185756228970253,6.02975998400467e-41,40.2196999747084,0.185756228970253
hexadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",360,Fasting,-0.247853780339003,0.185710429068739,2.5378246319385e-62,61.5955383917026,0.185710429068739
tetradecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",360,Fasting,-0.192480059141777,0.185656530122206,1.1915017066962e-44,43.9239053312376,0.185656530122206
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",300,OLTT,-0.0732215488543746,0.184783794298261,3.33874078687543e-44,43.4764172973876,0.184783794298261
dopamine sulfate (2),Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,30,OLTT,-0.621496204609661,0.182890737788962,2.10745233800531e-55,54.6762422385658,0.182890737788962
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",30,PAT,-0.710667354245672,0.179353211128758,3.69392234043529e-51,50.4325122392355,0.179353211128758
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,120,Fasting,0.968393617298679,-0.17925063688965,2.49615717487145e-55,54.6027280720224,0.17925063688965
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),240,OLTT,0.112973449113425,0.170167876902939,4.7234667217736e-64,63.3257391400307,0.170167876902939
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",240,OLTT,-0.426256392031398,-0.168251048878763,3.33874078687543e-44,43.4764172973876,0.168251048878763
propionylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (also BCAA Metabolism),30,OLTT,0.109859796632305,0.167054224421819,4.7234667217736e-64,63.3257391400307,0.167054224421819
phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,300,OLTT,-0.179680304252736,0.162277583924872,4.17081800212746e-46,45.3797787606208,0.162277583924872
suberoyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,Fasting,-0.298648783895464,0.16196032929925,1.00578918364837e-76,75.9974930391338,0.16196032929925
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,Fasting,-0.781717230388736,0.161549386025221,8.87166345168411e-89,88.0519949415939,0.161549386025221
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",120,Fasting,-0.624819453445096,0.158905920280783,6.75315919025682e-43,42.1704930126617,0.158905920280783
succinate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,90,PAT,-0.123895427618492,0.152944327276328,4.27261022007753e-77,76.3693067250135,0.152944327276328
oleoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,Fasting,-0.778596240367676,0.151643186662406,3.4272565781269e-42,41.4650533813322,0.151643186662406
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,30,OLTT,-0.57019075011935,-0.15039438809068,4.48738178609901e-53,52.3480069791537,0.15039438809068
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),480,Fasting,-0.272541086591698,0.147320029261056,2.0093166038302e-52,51.6969516269834,0.147320029261056
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,420,OLTT,-0.432542201555899,0.144069724216683,1.51069920651912e-42,41.8208219988993,0.144069724216683
octadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",360,Fasting,-0.373069518998236,0.140076089135974,1.8426762695343e-51,50.7345509570784,0.140076089135974
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",120,OLTT,-0.243937285699899,0.13909633448874,6.65129080123635e-46,45.1770940639518,0.13909633448874
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,Fasting,-0.422237213539173,0.134769865286377,1.41493016963943e-114,113.849264993135,0.134769865286377
leucine,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",240,Fasting,-0.231587518944064,-0.128552038597362,6.02975998400467e-41,40.2196999747084,0.128552038597362
leucine,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",360,Fasting,-0.228491354289885,-0.125455873943183,6.02975998400467e-41,40.2196999747084,0.125455873943183
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,Fasting,-1.0682168136443,-0.124950197230342,8.87166345168411e-89,88.0519949415939,0.124950197230342
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",90,OLTT,-0.527109695560846,-0.123298531964957,1.00309449620178e-44,43.9986581524772,0.123298531964957
methionine,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",30,OLTT,0.685415016141505,0.120770716773179,1.98963860174699e-45,44.7012258017414,0.120770716773179
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,OLTT,-0.37185961506662,0.111894227826685,1.5407899356222e-48,47.8122565670044,0.111894227826685
s-1-pyrroline-5-carboxylate,Metabolon HD4 [nt-ms],Amino Acids,Glutamate Metabolism,120,Fasting,0.392395829264049,-0.10838293413735,1.3303531603168e-44,43.8760330543583,0.10838293413735
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",120,Fasting,-0.662167363241592,-0.104727844874539,9.50891327156272e-56,55.0218691136758,0.104727844874539
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",120,Fasting,-0.868207100219552,0.102281196795241,2.93072275304911e-77,76.5330252639621,0.102281196795241
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,Fasting,-0.830989572302442,-0.101857300564338,8.2488898650323e-56,55.0836044948357,0.101857300564338
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",240,Fasting,-0.651466899740724,-0.0940273813736711,9.50891327156272e-56,55.0218691136758,0.0940273813736711
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,60,OLTT,0.297079397995514,-0.0912522124014475,7.0145163669061e-46,45.1540022671053,0.0912522124014475
octadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",240,Fasting,-0.425407594722031,0.087738013412179,1.8426762695343e-51,50.7345509570784,0.087738013412179
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,15,PAT,-0.633950196755059,-0.0865272021144359,1.63973125484242e-49,48.7852273251858,0.0865272021144359
succinate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,120,PAT,-0.190463526297223,0.0863762285975976,4.27261022007753e-77,76.3693067250135,0.0863762285975976
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",60,OLTT,-0.484823089757561,-0.0810119261616712,1.00309449620178e-44,43.9986581524772,0.0810119261616712
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,480,OLTT,-0.496822754210136,0.0797891715624468,1.51069920651912e-42,41.8208219988993,0.0797891715624468
tetradecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",240,Fasting,-0.299328721440612,0.0788078678233716,1.1915017066962e-44,43.9239053312376,0.0788078678233716
1-linoleoyl-gpe (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,60,OLTT,-0.847015972416718,0.0743535428163941,2.12195673370515e-60,59.6732634755264,0.0743535428163941
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,Fasting,-0.489696065585197,-0.0698349497324431,2.0093166038302e-52,51.6969516269834,0.0698349497324431
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",180,OLTT,-0.471355251376434,-0.0675440877805447,1.00309449620178e-44,43.9986581524772,0.0675440877805447
hexadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",240,Fasting,-0.372840738527002,0.0607234708807397,2.5378246319385e-62,61.5955383917026,0.0607234708807397
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",30,OLTT,-0.322782112860009,0.0602515073286303,6.65129080123635e-46,45.1770940639518,0.0602515073286303
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,Fasting,-0.470997396344176,-0.0511362804914218,2.0093166038302e-52,51.6969516269834,0.0511362804914218
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",30,OLTT,-0.452725988336808,-0.0489148247409181,1.00309449620178e-44,43.9986581524772,0.0489148247409181
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",120,Fasting,-0.285970256369815,-0.048241053160432,2.70684885537318e-54,53.5675359936237,0.048241053160432
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",240,Fasting,-0.190192271604328,0.047536931605055,2.70684885537318e-54,53.5675359936237,0.047536931605055
suberoyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,Fasting,-0.413288415371795,0.0473206978229194,1.00578918364837e-76,75.9974930391338,0.0473206978229194
lactate,Metabolon HD4 [nt-ms],Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",120,PAT,-0.235434067047685,0.0452290144862555,1.4515217677995e-44,43.8381764468703,0.0452290144862555
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,30,OLTT,0.34488828920972,-0.0434433211872419,7.0145163669061e-46,45.1540022671053,0.0434433211872419
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,120,OLTT,0.431279380391955,0.0429477699949929,7.0145163669061e-46,45.1540022671053,0.0429477699949929
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,240,Fasting,-0.610234355932406,0.0414080307234331,3.53079378918527e-105,104.452127646026,0.0414080307234331
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,240,OLTT,-0.460573964689623,-0.040777602660953,4.48738178609901e-53,52.3480069791537,0.040777602660953
lactate,Metabolon HD4 [nt-ms],Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",90,PAT,-0.241427216656145,0.039235864877795,1.4515217677995e-44,43.8381764468703,0.039235864877795
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,Fasting,-0.690208671384317,0.0389236003537863,8.2488898650323e-56,55.0836044948357,0.0389236003537863
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,30,PAT,-0.58475096260399,-0.0373279679633665,1.63973125484242e-49,48.7852273251858,0.0373279679633665
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),360,Fasting,-0.383237478679437,0.0366236371733176,2.0093166038302e-52,51.6969516269834,0.0366236371733176
kynurenine,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,180,OLTT,0.62168812047614,0.0365366187125182,2.05063369425717e-41,40.6881119109484,0.0365366187125182
octadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",120,Fasting,-0.547332169694581,-0.034186561560371,1.8426762695343e-51,50.7345509570784,0.034186561560371
1-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,60,OLTT,-0.607523016491421,0.0248827368690236,4.46337938423793e-116,115.350336196852,0.0248827368690236
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),240,Fasting,-0.53411061770094,0.0228964611246103,1.41493016963943e-114,113.849264993135,0.0228964611246103
1-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,30,OLTT,-0.653286906821986,-0.0208811534615415,4.46337938423793e-116,115.350336196852,0.0208811534615415
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,Fasting,-0.576766348770587,-0.0197592699450366,1.41493016963943e-114,113.849264993135,0.0197592699450366
tetradecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",120,Fasting,-0.363948417739271,0.0141881715247131,1.1915017066962e-44,43.9239053312376,0.0141881715247131
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,120,Fasting,-0.660453598545968,-0.0128303520322427,5.04110482025306e-80,79.2974742721345,0.0128303520322427
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,120,Fasting,-0.664067165443268,-0.0124247787874293,3.53079378918527e-105,104.452127646026,0.0124247787874293
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",15,PAT,-0.898833637372627,-0.00881307199819781,3.69392234043529e-51,50.4325122392355,0.00881307199819781
hexadecanedioate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",120,Fasting,-0.425438317682981,0.0081258917247608,2.5378246319385e-62,61.5955383917026,0.0081258917247608
arginine,Metabolon HD4 [nt-ms],Amino Acids,Urea cycle; Arginine and Proline Metabolism,90,OLTT,0.395764878280711,0.00743326788374904,7.0145163669061e-46,45.1540022671053,0.00743326788374904
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,30,OLTT,-0.56989427529129,0.00671765048129258,1.51069920651912e-42,41.8208219988993,0.00671765048129258
suberoyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),120,Fasting,-0.458089602143128,0.00251951105158615,1.00578918364837e-76,75.9974930391338,0.00251951105158615
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,240,Fasting,-0.645235622044366,0.00238762446935936,5.04110482025306e-80,79.2974742721345,0.00238762446935936
1-linoleoyl-gpe (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,30,OLTT,-0.923128217185198,-0.00175870195208594,2.12195673370515e-60,59.6732634755264,0.00175870195208594
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),30,OLTT,-0.48530407124391,-0.00155022835060553,1.5407899356222e-48,47.8122565670044,0.00155022835060553
1-linoleoyl-gpe (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,0,OLTT,-0.921369515233112,0,2.12195673370515e-60,59.6732634755264,0
1-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,0,OLTT,-0.632405753360445,0,4.46337938423793e-116,115.350336196852,0
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0,OLTT,-0.576611925772582,0,1.51069920651912e-42,41.8208219988993,0
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",0,Fasting,-0.237729203209383,0,2.70684885537318e-54,53.5675359936237,0
2-aminophenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,0,Fasting,2.76742564207578,0,2.76861567710467e-91,90.5577373262684,0
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",0,Fasting,-0.970488297014792,0,2.93072275304911e-77,76.5330252639621,0
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",0,PAT,-0.890020565374429,0,3.69392234043529e-51,50.4325122392355,0
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,0,OLTT,-0.000504524484784819,0,2.52276308252692e-44,43.5981235329872,0
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,0,Fasting,-0.651642386655839,0,3.53079378918527e-105,104.452127646026,0
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,0,PAT,-0.547422994640623,0,1.63973125484242e-49,48.7852273251858,0
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,0,OLTT,-0.41979636202867,0,4.48738178609901e-53,52.3480069791537,0
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),0,Fasting,-0.55700707882555,0,1.41493016963943e-114,113.849264993135,0
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),0,Fasting,-0.729132271738104,0,8.2488898650323e-56,55.0836044948357,0
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",0,OLTT,-0.403811163595889,0,1.00309449620178e-44,43.9986581524772,0
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",0,OLTT,-0.258005343152635,0,3.33874078687543e-44,43.4764172973876,0
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",0,OLTT,-0.383033620188639,0,6.65129080123635e-46,45.1770940639518,0
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,0,Fasting,1.95867326288418,0,7.97402868472517e-52,51.0983222063968,0
4-vinylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,0,Fasting,1.14764425418833,0,2.49615717487145e-55,54.6027280720224,0
acetoacetate,Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,0,Fasting,-0.647623246513725,0,5.04110482025306e-80,79.2974742721345,0
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),0,Fasting,-0.943266616413958,0,8.87166345168411e-89,88.0519949415939,0
acetylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),0,OLTT,-0.483753842893305,0,1.5407899356222e-48,47.8122565670044,0
adipoylcarnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),0,Fasting,-0.419861115852754,0,2.0093166038302e-52,51.6969516269834,0
alliin,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0,Fasting,1.37681526282315,0,6.60733033482753e-84,83.1799739800077,0
alpha-hydroxyisocaproate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",0,Fasting,-0.783725373725879,0,6.75315919025682e-43,42.1704930126617,0
alpha-ketobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",0,Fasting,-0.557439518367053,0,9.50891327156272e-56,55.0218691136758,0
